,account.length,international.plan,voice.mail.plan,number.vmail.messages,total.day.minutes,total.day.calls,total.day.charge,total.eve.minutes,total.eve.calls,total.eve.charge,total.night.minutes,total.night.calls,total.night.charge,total.intl.minutes,total.intl.calls,total.intl.charge,number.customer.service.calls,churn
1764,93, no, yes,42,166.9,101,28.37,273.2,84,23.22,171,106,7.69,11.5,1,3.11,1, False.
1765,77, no, no,0,245.2,87,41.68,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0, True.
1766,111, no, no,0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4, True.
1767,125, no, no,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2, False.
1768,115, no, yes,14,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2, False.
1769,115, yes, no,0,122,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2, True.
1770,114, no, no,0,193,101,32.81,250,81,21.25,133.3,79,6,9.6,2,2.59,2, False.
1771,106, no, no,0,158.6,112,26.96,220,114,18.7,252.9,106,11.38,9.1,3,2.46,0, False.
1772,118, no, yes,39,91.5,125,15.56,219.9,113,18.69,229,99,10.31,12.7,8,3.43,2, False.
1773,59, no, no,0,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1, False.
1774,87, yes, yes,40,221.6,79,37.67,157.1,74,13.35,222.4,124,10.01,11.5,3,3.11,1, False.
1775,21, no, no,0,244.7,81,41.6,168,117,14.28,281.5,87,12.67,6.6,1,1.78,1, False.
1776,142, no, yes,24,239.8,103,40.77,285.9,65,24.3,256.7,106,11.55,9.5,4,2.57,0, False.
1777,62, no, no,0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11,5,2.97,0, False.
1778,149, no, no,0,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10,3,2.7,3, True.
1779,54, no, yes,39,117.6,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2, False.
1780,112, no, no,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1, False.
1781,68, no, no,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12,7,3.24,1, False.
1782,201, no, yes,21,192,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1, False.
1783,88, no, no,0,218.2,76,37.09,169.3,60,14.39,141.1,99,6.35,8,1,2.16,1, False.
1784,85, no, yes,29,144.6,97,24.58,140,102,11.9,165.4,148,7.44,10.9,3,2.94,1, False.
1785,51, yes, no,0,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0, True.
1786,45, no, yes,29,135.8,104,23.09,222.5,101,18.91,235.6,92,10.6,7.9,6,2.13,2, False.
1787,116, no, no,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0, False.
1788,146, no, yes,31,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11,1, False.
1789,63, no, yes,34,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1, False.
1790,133, no, no,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0, False.
1791,125, no, no,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2, False.
1792,72, no, no,0,138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,1, False.
1793,130, no, no,0,127,102,21.59,206.9,107,17.59,231.7,99,10.43,6.1,6,1.65,0, False.
1794,97, no, no,0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1, False.
1795,54, no, no,0,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1, True.
1796,160, no, yes,29,164.6,121,27.98,262.8,108,22.34,123.8,131,5.57,15.2,4,4.1,1, False.
1797,79, no, no,0,144,90,24.48,135.8,91,11.54,212.4,129,9.56,13,4,3.51,1, False.
1798,92, no, yes,47,141.6,95,24.07,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75,0, False.
1799,59, no, no,0,204.3,65,34.73,247.3,123,21.02,214.7,94,9.66,12,4,3.24,1, False.
1800,132, no, no,0,163.2,80,27.74,167.6,90,14.25,87.5,90,3.94,6.2,10,1.67,1, False.
1801,21, no, no,0,225,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0, False.
1802,93, no, no,0,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,2, False.
1803,147, no, yes,36,254.2,78,43.21,228.1,105,19.39,98,125,4.41,13.8,7,3.73,5, False.
1804,101, no, no,0,174.9,105,29.73,262,75,22.27,210,93,9.45,8.5,5,2.3,1, False.
1805,125, yes, no,0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0, True.
1806,63, no, no,0,211.8,84,36.01,230.9,137,19.63,217.1,99,9.77,10.7,9,2.89,3, False.
1807,107, no, no,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0, False.
1808,110, no, no,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3, False.
1809,83, no, no,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3, False.
1810,117, no, no,0,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1, False.
1811,124, no, no,0,194,103,32.98,241,116,20.49,227.5,153,10.24,11.9,5,3.21,0, False.
1812,115, no, no,0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16,3, False.
1813,156, yes, no,0,277,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24,1, False.
1814,89, no, no,0,192.1,83,32.66,163.6,88,13.91,169.7,138,7.64,6.1,3,1.65,0, False.
1815,72, no, no,0,198.4,147,33.73,216.9,121,18.44,112.8,125,5.08,13.1,4,3.54,0, False.
1816,101, no, yes,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0, False.
1817,53, no, no,0,184.8,98,31.42,216.4,125,18.39,141.1,116,6.35,18.4,3,4.97,2, False.
1818,116, no, no,0,167.8,119,28.53,142,123,12.07,190.7,128,8.58,7.3,4,1.97,2, False.
1819,78, no, no,0,139.2,140,23.66,191.4,113,16.27,286.5,125,12.89,11.8,3,3.19,3, False.
1820,117, no, yes,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0, False.
1821,56, no, no,0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1, False.
1822,123, no, yes,39,270.4,99,45.97,245.1,110,20.83,108.9,113,4.9,15.4,7,4.16,1, False.
1823,127, no, no,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2, False.
1824,116, no, yes,23,253,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2, False.
1825,138, no, yes,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15,3,4.05,1, False.
1826,120, no, no,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3, False.
1827,102, no, no,0,200.6,106,34.1,152.5,127,12.96,199.4,128,8.97,7.7,2,2.08,3, False.
1828,95, no, no,0,167.6,96,28.49,176,89,14.96,250.9,113,11.29,13.4,6,3.62,2, False.
1829,102, no, no,0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2, False.
1830,89, no, yes,25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1, False.
1831,50, no, no,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1, False.
1832,93, no, yes,42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,7, False.
1833,68, no, no,0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1, False.
1834,70, no, no,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8,3,2.16,2, False.
1835,138, no, yes,29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0, False.
1836,141, no, yes,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8,3,2.16,4, False.
1837,112, no, yes,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0, False.
1838,117, yes, no,0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1, True.
1839,1, no, yes,26,208,115,35.36,185,113,15.73,177.7,144,8,8.1,9,2.19,1, False.
1840,70, no, no,0,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1, False.
